Name,Package URL,Github,ecosystem,Mean,Median,Range,q1,q2,q3,Std
dotenv,https://www.npmjs.com/package/dotenv,https://github.com/motdotla/dotenv,npm,0,0,0,0,0,0,0
ws,https://www.npmjs.com/package/ws,https://github.com/websockets/ws,npm,0,0,0,0,0,0,0
typescript,https://www.npmjs.com/package/typescript,https://github.com/Microsoft/TypeScript,npm,239.18,23,3095,12,23,103,523.1618560254562
moment,https://www.npmjs.com/package/moment,https://github.com/moment/moment,npm,21.64,5,722,4,5,7,92.09555038111233
inquirer,https://www.npmjs.com/package/inquirer,https://github.com/SBoudrias/Inquirer.js,npm,9.61,1,727,1,1,2,72.32121334712244
webpack,https://www.npmjs.com/package/webpack,https://github.com/webpack/webpack,npm,99.38,12,5510,7,12,28,552.7649551120257
node-fetch,https://www.npmjs.com/package/node-fetch,https://github.com/node-fetch/node-fetch,npm,0,0,0,0,0,0,0
eslint,https://www.npmjs.com/package/eslint,https://github.com/eslint/eslint,npm,0,0,0,0,0,0,0
bluebird,https://www.npmjs.com/package/bluebird,https://github.com/petkaantonov/bluebird,npm,0,0,0,0,0,0,0
js-yaml,https://www.npmjs.com/package/js-yaml,https://github.com/nodeca/js-yaml,npm,12.652777777777779,1,403,1,1,1,65.07349684997688
react-dom,https://www.npmjs.com/package/react-dom,https://github.com/facebook/react,npm,92.73,15,1570,9,15,67,246.65452985907226
rxjs,https://www.npmjs.com/package/rxjs,https://github.com/reactivex/rxjs,npm,43.19,5,1797,3,5,15,187.87547445049873
minimatch,https://www.npmjs.com/package/minimatch,https://github.com/isaacs/minimatch,npm,0,0,0,0,0,0,0
prop-types,https://www.npmjs.com/package/prop-types,https://github.com/facebook/prop-types,npm,0,0,0,0,0,0,0
ajv,https://www.npmjs.com/package/ajv,https://github.com/ajv-validator/ajv,npm,21.52,2,1793,1,2,2,178.27711462776145
lru-cache,https://www.npmjs.com/package/lru-cache,https://github.com/isaacs/node-lru-cache,npm,11.2,1,394,1,1,1,61.46267159829615
colors,https://www.npmjs.com/package/colors,https://github.com/Marak/colors.js,npm,4.9,1,72,1,1,2,13.358143583597236
tslib,https://www.npmjs.com/package/tslib,https://github.com/Microsoft/tslib,npm,0,0,0,0,0,0,0
underscore,https://www.npmjs.com/package/underscore,https://github.com/jashkenas/underscore,npm,17.38,3,573,2,3,5,64.62225313311197
ms,https://www.npmjs.com/package/ms,https://github.com/vercel/ms,npm,0,0,0,0,0,0,0
postcss,https://www.npmjs.com/package/postcss,https://github.com/postcss/postcss,npm,30.78,4,2477,2,4,6,246.17743925875902
jsonwebtoken,https://www.npmjs.com/package/jsonwebtoken,https://github.com/auth0/node-jsonwebtoken,npm,0,0,0,0,0,0,0
classnames,https://www.npmjs.com/package/classnames,https://github.com/JedWatson/classnames,npm,5.883720930232558,1,89,1,1,3,17.046051581723297
through2,https://www.npmjs.com/package/through2,https://github.com/rvagg/through2,npm,0,0,0,0,0,0,0
chokidar,https://www.npmjs.com/package/chokidar,https://github.com/paulmillr/chokidar,npm,0,0,0,0,0,0,0
mime,https://www.npmjs.com/package/mime,https://github.com/broofa/mime,npm,0,0,0,0,0,0,0
winston,https://www.npmjs.com/package/winston,https://github.com/winstonjs/winston,npm,0,0,0,0,0,0,0
ora,https://www.npmjs.com/package/ora,https://github.com/sindresorhus/ora,npm,0,0,0,0,0,0,0
form-data,https://www.npmjs.com/package/form-data,https://github.com/form-data/form-data,npm,0,0,0,0,0,0,0
execa,https://www.npmjs.com/package/execa,https://github.com/sindresorhus/execa,npm,0,0,0,0,0,0,0
iconv-lite,https://www.npmjs.com/package/iconv-lite,https://github.com/ashtuchkin/iconv-lite,npm,0,0,0,0,0,0,0
babel-loader,https://www.npmjs.com/package/babel-loader,https://github.com/babel/babel-loader,npm,4.56,1,106,1,1,1,14.140240450572259
shelljs,https://www.npmjs.com/package/shelljs,https://github.com/shelljs/shelljs,npm,0,0,0,0,0,0,0
autoprefixer,https://www.npmjs.com/package/autoprefixer,https://github.com/postcss/autoprefixer,npm,0,0,0,0,0,0,0
xml2js,https://www.npmjs.com/package/xml2js,https://github.com/Leonidas-from-XIV/node-xml2js,npm,0,0,0,0,0,0,0
jsonfile,https://www.npmjs.com/package/jsonfile,https://github.com/jprichardson/node-jsonfile,npm,0,0,0,0,0,0,0
open,https://www.npmjs.com/package/open,https://github.com/sindresorhus/open,npm,3.8979591836734695,1,126,1,1,1,17.791588126976375
path-to-regexp,https://www.npmjs.com/package/path-to-regexp,https://github.com/pillarjs/path-to-regexp,npm,8.535714285714286,1,201,1,1,1,37.25058210749114
prettier,https://www.npmjs.com/package/prettier,https://github.com/prettier/prettier,npm,80.07,5,1819,3,5,22,258.38336846631597
readable-stream,https://www.npmjs.com/package/readable-stream,https://github.com/nodejs/readable-stream,npm,0,0,0,0,0,0,0
ejs,https://www.npmjs.com/package/ejs,https://github.com/mde/ejs,npm,0,0,0,0,0,0,0
object-assign,https://www.npmjs.com/package/object-assign,https://github.com/sindresorhus/object-assign,npm,0,0,0,0,0,0,0
jquery,https://www.npmjs.com/package/jquery,https://github.com/jquery/jquery,npm,0,0,0,0,0,0,0
css-loader,https://www.npmjs.com/package/css-loader,https://github.com/webpack-contrib/css-loader,npm,0,0,0,0,0,0,0
html-webpack-plugin,https://www.npmjs.com/package/html-webpack-plugin,https://github.com/jantimon/html-webpack-plugin,npm,0,0,0,0,0,0,0
co,https://www.npmjs.com/package/co,https://github.com/tj/co,npm,4.333333333333333,1,89,1,1,1,14.857053077370049
cross-spawn,https://www.npmjs.com/package/cross-spawn,https://github.com/moxystudio/node-cross-spawn,npm,11.166666666666666,1,175,1,1,2,39.98506665688524
globby,https://www.npmjs.com/package/globby,https://github.com/sindresorhus/globby,npm,4.446808510638298,1,104,1,1,1,15.36756533360053
cors,https://www.npmjs.com/package/cors,https://github.com/expressjs/cors,npm,0,0,0,0,0,0,0
resolve,https://www.npmjs.com/package/resolve,https://github.com/browserify/resolve,npm,0,0,0,0,0,0,0
escape-string-regexp,https://www.npmjs.com/package/escape-string-regexp,https://github.com/sindresorhus/escape-string-regexp,npm,4,2,16,1,2,2,5.830951894845301
eslint-plugin-react,https://www.npmjs.com/package/eslint-plugin-react,https://github.com/jsx-eslint/eslint-plugin-react,npm,20.17,5,543,3,5,11,74.0782093466088
source-map,https://www.npmjs.com/package/source-map,https://github.com/mozilla/source-map,npm,0,0,0,0,0,0,0
jest,https://www.npmjs.com/package/jest,https://github.com/facebook/jest,npm,45.04,10,1484,7,10,23,163.55157718591406
compression,https://www.npmjs.com/package/compression,https://github.com/expressjs/compression,npm,0,0,0,0,0,0,0
mocha,https://www.npmjs.com/package/mocha,https://github.com/mochajs/mocha,npm,0,0,0,0,0,0,0
handlebars,https://www.npmjs.com/package/handlebars,https://github.com/wycats/handlebars.js,npm,0,0,0,0,0,0,0
graceful-fs,https://www.npmjs.com/package/graceful-fs,https://github.com/isaacs/node-graceful-fs,npm,7.758620689655173,1,181,1,1,2,32.945781135818095
style-loader,https://www.npmjs.com/package/style-loader,https://github.com/webpack-contrib/style-loader,npm,0,0,0,0,0,0,0
vue,https://www.npmjs.com/package/vue,https://github.com/vuejs/core,npm,46.15,5,2967,3,5,12,298.7040466749655
camelcase,https://www.npmjs.com/package/camelcase,https://github.com/sindresorhus/camelcase,npm,3.56,1,56,1,1,1,10.94378362359198
eslint-plugin-import,https://www.npmjs.com/package/eslint-plugin-import,https://github.com/import-js/eslint-plugin-import,npm,16.46,3,833,2,3,5,89.01375399341384
cheerio,https://www.npmjs.com/package/cheerio,https://github.com/cheeriojs/cheerio,npm,0,0,0,0,0,0,0
immutable,https://www.npmjs.com/package/immutable,https://github.com/immutable-js/immutable-js,npm,13.66,1,1083,1,1,2,107.7580827594849
aws-sdk,https://www.npmjs.com/package/aws-sdk,https://github.com/aws/aws-sdk-js,npm,0,0,0,0,0,0,0
redux,https://www.npmjs.com/package/redux,https://github.com/reduxjs/redux,npm,18.92,5,615,3,5,8,72.6639773202651
mime-types,https://www.npmjs.com/package/mime-types,https://github.com/jshttp/mime-types,npm,0,0,0,0,0,0,0
cookie,https://www.npmjs.com/package/cookie,https://github.com/jshttp/cookie,npm,0,0,0,0,0,0,0
validator,https://www.npmjs.com/package/validator,https://github.com/validatorjs/validator.js,npm,12.83,3,716,2,3,6,71.25897206668084
uglify-js,https://www.npmjs.com/package/uglify-js,https://github.com/mishoo/UglifyJS,npm,0,0,0,0,0,0,0
chai,https://www.npmjs.com/package/chai,https://github.com/chaijs/chai,npm,0,0,0,0,0,0,0
deepmerge,https://www.npmjs.com/package/deepmerge,https://github.com/TehShrike/deepmerge,npm,0,0,0,0,0,0,0
qs,https://www.npmjs.com/package/qs,https://github.com/ljharb/qs,npm,0,0,0,0,0,0,0
joi,https://www.npmjs.com/package/joi,https://github.com/hapijs/joi,npm,0,0,0,0,0,0,0
source-map-support,https://www.npmjs.com/package/source-map-support,https://github.com/evanw/node-source-map-support,npm,0,0,0,0,0,0,0
pify,https://www.npmjs.com/package/pify,https://github.com/sindresorhus/pify,npm,0,0,0,0,0,0,0
json5,https://www.npmjs.com/package/json5,https://github.com/json5/json5,npm,0,0,0,0,0,0,0
acorn,https://www.npmjs.com/package/acorn,https://github.com/acornjs/acorn,npm,0,0,0,0,0,0,0
serve-static,https://www.npmjs.com/package/serve-static,https://github.com/expressjs/serve-static,npm,0,0,0,0,0,0,0
bootstrap,https://www.npmjs.com/package/bootstrap,https://github.com/twbs/bootstrap,npm,159.79,16,7069,7,16,49,747.0877631844869
react-router,https://www.npmjs.com/package/react-router,https://github.com/remix-run/react-router,npm,46.17,3,1715,2,3,9,201.04208788211488
inherits,https://www.npmjs.com/package/inherits,https://github.com/isaacs/inherits,npm,0,0,0,0,0,0,0
marked,https://www.npmjs.com/package/marked,https://github.com/markedjs/marked,npm,0,0,0,0,0,0,0
superagent,https://www.npmjs.com/package/superagent,https://github.com/ladjs/superagent,npm,0,0,0,0,0,0,0
supports-color,https://www.npmjs.com/package/supports-color,https://github.com/chalk/supports-color,npm,0,0,0,0,0,0,0
tmp,https://www.npmjs.com/package/tmp,https://github.com/raszi/node-tmp,npm,0,0,0,0,0,0,0
postcss-loader,https://www.npmjs.com/package/postcss-loader,https://github.com/webpack-contrib/postcss-loader,npm,5.780487804878049,1,173,1,1,1,21.674996492105326
graphql,https://www.npmjs.com/package/graphql,https://github.com/graphql/graphql-js,npm,0,0,0,0,0,0,0
esprima,https://www.npmjs.com/package/esprima,https://github.com/jquery/esprima,npm,0,0,0,0,0,0,0
through,https://www.npmjs.com/package/through,https://github.com/dominictarr/through,npm,0,0,0,0,0,0,0
mongodb,https://www.npmjs.com/package/mongodb,https://github.com/mongodb/node-mongodb-native,npm,0,0,0,0,0,0,0
meow,https://www.npmjs.com/package/meow,https://github.com/sindresorhus/meow,npm,0,0,0,0,0,0,0
core-js,https://www.npmjs.com/package/core-js,https://github.com/zloirock/core-js,npm,50.05,1,4786,1,1,2,476.0916377127412
diff,https://www.npmjs.com/package/diff,https://github.com/kpdecker/jsdiff,npm,0,0,0,0,0,0,0
socket.io,https://www.npmjs.com/package/socket.io,https://github.com/socketio/socket.io,npm,0,0,0,0,0,0,0
events,https://www.npmjs.com/package/events,https://github.com/Gozala/events,npm,0,0,0,0,0,0,0
sass-loader,https://www.npmjs.com/package/sass-loader,https://github.com/webpack-contrib/sass-loader,npm,6.071428571428571,1,224,1,1,1,25.774565588822576
find-up,https://www.npmjs.com/package/find-up,https://github.com/sindresorhus/find-up,npm,4.533333333333333,1,44,1,1,3,10.868098065234578
webpack-dev-server,https://www.npmjs.com/package/webpack-dev-server,https://github.com/webpack/webpack-dev-server,npm,0,0,0,0,0,0,0
rollup,https://www.npmjs.com/package/rollup,https://github.com/rollup/rollup,npm,44.3,3,2206,2,3,7,245.30615565044428
argparse,https://www.npmjs.com/package/argparse,https://github.com/nodeca/argparse,npm,0,0,0,0,0,0,0
react-router-dom,https://www.npmjs.com/package/react-router-dom,https://github.com/remix-run/react-router,npm,0,0,0,0,0,0,0
clone,https://www.npmjs.com/package/clone,https://github.com/pvorb/node-clone,npm,0,0,0,0,0,0,0
ip,https://www.npmjs.com/package/ip,https://github.com/indutny/node-ip,npm,0,0,0,0,0,0,0
which,https://www.npmjs.com/package/which,https://github.com/npm/node-which,npm,0,0,0,0,0,0,0
@babel/core,https://www.npmjs.com/package/%40babel%2Fcore,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521842
nodemon,https://www.npmjs.com/package/nodemon,https://github.com/remy/nodemon,npm,0,0,0,0,0,0,0
once,https://www.npmjs.com/package/once,https://github.com/isaacs/once,npm,0,0,0,0,0,0,0
@babel/runtime,https://www.npmjs.com/package/%40babel%2Fruntime,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521843
morgan,https://www.npmjs.com/package/morgan,https://github.com/expressjs/morgan,npm,0,0,0,0,0,0,0
ansi-styles,https://www.npmjs.com/package/ansi-styles,https://github.com/chalk/ansi-styles,npm,0,0,0,0,0,0,0
less,https://www.npmjs.com/package/less,https://github.com/less/less.js,npm,16.87,3,835,2,3,5,87.00122470402356
strip-ansi,https://www.npmjs.com/package/strip-ansi,https://github.com/chalk/strip-ansi,npm,0,0,0,0,0,0,0
kind-of,https://www.npmjs.com/package/kind-of,https://github.com/jonschlinkert/kind-of,npm,0,0,0,0,0,0,0
q,https://www.npmjs.com/package/q,https://github.com/kriskowal/q,npm,0,0,0,0,0,0,0
ini,https://www.npmjs.com/package/ini,https://github.com/npm/ini,npm,5.64,1,56,1,1,3,11.592687350222121
date-fns,https://www.npmjs.com/package/date-fns,https://github.com/date-fns/date-fns,npm,15.35,2,548,2,2,4,74.35084061394329
http-errors,https://www.npmjs.com/package/http-errors,https://github.com/jshttp/http-errors,npm,0,0,0,0,0,0,0
progress,https://www.npmjs.com/package/progress,https://github.com/visionmedia/node-progress,npm,0,0,0,0,0,0,0
color-convert,https://www.npmjs.com/package/color-convert,https://github.com/Qix-/color-convert,npm,0,0,0,0,0,0,0
react-redux,https://www.npmjs.com/package/react-redux,https://github.com/reduxjs/react-redux,npm,0,0,0,0,0,0,0
log-symbols,https://www.npmjs.com/package/log-symbols,https://github.com/sindresorhus/log-symbols,npm,0,0,0,0,0,0,0
ts-node,https://www.npmjs.com/package/ts-node,https://github.com/TypeStrong/ts-node,npm,8.31,1,367,1,1,1,47.914234836841544
nanoid,https://www.npmjs.com/package/nanoid,https://github.com/ai/nanoid,npm,9.37,1,782,1,1,1,77.77012987002144
htmlparser2,https://www.npmjs.com/package/htmlparser2,https://github.com/fb55/htmlparser2,npm,30.944444444444443,1,618,1,1,2,120.84477595884404
yargs-parser,https://www.npmjs.com/package/yargs-parser,https://github.com/yargs/yargs-parser,npm,5.357142857142857,1,104,1,1,4,14.325836514379699
path-exists,https://www.npmjs.com/package/path-exists,https://github.com/sindresorhus/path-exists,npm,0,0,0,0,0,0,0
mongoose,https://www.npmjs.com/package/mongoose,https://github.com/Automattic/mongoose,npm,144.34,7,8015,5,7,14,822.8065412963117
xtend,https://www.npmjs.com/package/xtend,https://github.com/Raynos/xtend,npm,3.1052631578947367,1,34,1,1,2,7.538635482018475
extend,https://www.npmjs.com/package/extend,https://github.com/justmoon/node-extend,npm,0,0,0,0,0,0,0
cross-env,https://www.npmjs.com/package/cross-env,https://github.com/kentcdodds/cross-env,npm,1.934782608695652,1,9,1,1,2,1.8928030044382815
concat-stream,https://www.npmjs.com/package/concat-stream,https://github.com/maxogden/concat-stream,npm,3.6666666666666665,1,42,1,1,1,9.637888196533973
slash,https://www.npmjs.com/package/slash,https://github.com/sindresorhus/slash,npm,0,0,0,0,0,0,0
yaml,https://www.npmjs.com/package/yaml,https://github.com/eemeli/yaml,npm,0,0,0,0,0,0,0
micromatch,https://www.npmjs.com/package/micromatch,https://github.com/micromatch/micromatch,npm,0,0,0,0,0,0,0
util,https://www.npmjs.com/package/util,https://github.com/browserify/node-util,npm,0,0,0,0,0,0,0
crypto-js,https://www.npmjs.com/package/crypto-js,https://github.com/brix/crypto-js,npm,0,0,0,0,0,0,0
npm,https://www.npmjs.com/package/npm,https://github.com/npm/cli,npm,108.01,5,4957,4,5,14,527.5212506619994
styled-components,https://www.npmjs.com/package/styled-components,https://github.com/styled-components/styled-components,npm,0,0,0,0,0,0,0
babel-core,https://www.npmjs.com/package/babel-core,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521843
nodemailer,https://www.npmjs.com/package/nodemailer,https://github.com/nodemailer/nodemailer,npm,6.23,1,469,1,1,2,46.624211521483126
eventemitter3,https://www.npmjs.com/package/eventemitter3,https://github.com/primus/eventemitter3,npm,12.296296296296296,1,162,1,1,2,34.48651353663064
tar,https://www.npmjs.com/package/tar,https://github.com/isaacs/node-tar,npm,18.43243243243243,1,590,1,1,2,95.5129934674351
merge-stream,https://www.npmjs.com/package/merge-stream,https://github.com/grncdr/merge-stream,npm,0,0,0,0,0,0,0
bytes,https://www.npmjs.com/package/bytes,https://github.com/visionmedia/bytes.js,npm,0,0,0,0,0,0,0
deep-equal,https://www.npmjs.com/package/deep-equal,https://github.com/inspect-js/node-deep-equal,npm,10.2,1,137,1,1,1,34.156892910997236
strip-json-comments,https://www.npmjs.com/package/strip-json-comments,https://github.com/sindresorhus/strip-json-comments,npm,3.764705882352941,1,46,1,1,1,10.811374248854255
safe-buffer,https://www.npmjs.com/package/safe-buffer,https://github.com/feross/safe-buffer,npm,0,0,0,0,0,0,0
@babel/preset-env,https://www.npmjs.com/package/%40babel%2Fpreset-env,https://github.com/babel/babel,npm,129.65,14,5185,9,14,35,544.0001539521842
whatwg-fetch,https://www.npmjs.com/package/whatwg-fetch,https://github.com/github/fetch,npm,8.09375,1,161,1,1,2,25.90229161555981
clean-css,https://www.npmjs.com/package/clean-css,https://github.com/clean-css/clean-css,npm,15.529411764705882,1,1068,1,1,1,115.65949906161357
http-proxy,https://www.npmjs.com/package/http-proxy,https://github.com/http-party/node-http-proxy,npm,0,0,0,0,0,0,0
cliui,https://www.npmjs.com/package/cliui,https://github.com/yargs/cliui,npm,0,0,0,0,0,0,0
promise,https://www.npmjs.com/package/promise,https://github.com/then/promise,npm,0,0,0,0,0,0,0
js-cookie,https://www.npmjs.com/package/js-cookie,https://github.com/js-cookie/js-cookie,npm,0,0,0,0,0,0,0
cosmiconfig,https://www.npmjs.com/package/cosmiconfig,https://github.com/cosmiconfig/cosmiconfig,npm,9.21875,1,80,1,1,5,18.68778741417774
bl,https://www.npmjs.com/package/bl,https://github.com/rvagg/bl,npm,0,0,0,0,0,0,0
has-flag,https://www.npmjs.com/package/has-flag,https://github.com/sindresorhus/has-flag,npm,0,0,0,0,0,0,0
punycode,https://www.npmjs.com/package/punycode,https://github.com/mathiasbynens/punycode.js,npm,7.888888888888889,1,120,1,1,2,27.43657107035727
jsdom,https://www.npmjs.com/package/jsdom,https://github.com/jsdom/jsdom,npm,0,0,0,0,0,0,0
statuses,https://www.npmjs.com/package/statuses,https://github.com/jshttp/statuses,npm,0,0,0,0,0,0,0
sass,https://www.npmjs.com/package/sass,https://github.com/sass/dart-sass,npm,0,0,0,0,0,0,0
estraverse,https://www.npmjs.com/package/estraverse,https://github.com/estools/estraverse,npm,5.769230769230769,1,87,1,1,2,16.761466092264428
serialize-javascript,https://www.npmjs.com/package/serialize-javascript,https://github.com/yahoo/serialize-javascript,npm,0,0,0,0,0,0,0
moment-timezone,https://www.npmjs.com/package/moment-timezone,https://github.com/moment/moment-timezone,npm,0,0,0,0,0,0,0
depd,https://www.npmjs.com/package/depd,https://github.com/dougwilson/nodejs-depd,npm,0,0,0,0,0,0,0
expect,https://www.npmjs.com/package/expect,https://github.com/facebook/jest,npm,45.04,10,1484,7,10,23,163.55157718591406
regenerator-runtime,https://www.npmjs.com/package/regenerator-runtime,https://github.com/facebook/regenerator/tree/main,npm,0,0,0,0,0,0,0
p-limit,https://www.npmjs.com/package/p-limit,https://github.com/sindresorhus/p-limit,npm,4.2727272727272725,1,35,1,1,1,10.03712118353129
husky,https://www.npmjs.com/package/husky,https://github.com/typicode/husky,npm,0,0,0,0,0,0,0
require-directory,https://www.npmjs.com/package/require-directory,https://github.com/troygoode/node-require-directory,npm,0,0,0,0,0,0,0
webpack-dev-middleware,https://www.npmjs.com/package/webpack-dev-middleware,https://github.com/webpack/webpack-dev-middleware,npm,0,0,0,0,0,0,0
nopt,https://www.npmjs.com/package/nopt,https://github.com/npm/nopt,npm,0,0,0,0,0,0,0
webpack-merge,https://www.npmjs.com/package/webpack-merge,https://github.com/survivejs/webpack-merge,npm,0,0,0,0,0,0,0
redis,https://www.npmjs.com/package/redis,https://github.com/redis/node-redis,npm,11.8,3,451,1,3,4,49.885067906138
es6-promise,https://www.npmjs.com/package/es6-promise,https://github.com/stefanpenner/es6-promise,npm,0,0,0,0,0,0,0
react-transition-group,https://www.npmjs.com/package/react-transition-group,https://github.com/reactjs/react-transition-group,npm,0,0,0,0,0,0,0
on-finished,https://www.npmjs.com/package/on-finished,https://github.com/jshttp/on-finished,npm,40.714285714285715,1,264,1,1,14,91.67132950416517
escape-html,https://www.npmjs.com/package/escape-html,https://github.com/component/escape-html,npm,0,0,0,0,0,0,0
eslint-plugin-jsx-a11y,https://www.npmjs.com/package/eslint-plugin-jsx-a11y,https://github.com/jsx-eslint/eslint-plugin-jsx-a11y,npm,6.69,1,184,1,1,2,27.125152534133335
url-parse,https://www.npmjs.com/package/url-parse,https://github.com/unshiftio/url-parse,npm,0,0,0,0,0,0,0
dayjs,https://www.npmjs.com/package/dayjs,https://github.com/iamkun/dayjs,npm,0,0,0,0,0,0,0
ansi-regex,https://www.npmjs.com/package/ansi-regex,https://github.com/chalk/ansi-regex,npm,0,0,0,0,0,0,0
pg,https://www.npmjs.com/package/pg,https://github.com/brianc/node-postgres,npm,0,0,0,0,0,0,0
npmlog,https://www.npmjs.com/package/npmlog,https://github.com/npm/npmlog,npm,0,0,0,0,0,0,0
parse5,https://www.npmjs.com/package/parse5,https://github.com/inikulin/parse5,npm,32.205882352941174,1,490,1,1,4,108.55109380102039
cookie-parser,https://www.npmjs.com/package/cookie-parser,https://github.com/expressjs/cookie-parser,npm,0,0,0,0,0,0,0
fast-glob,https://www.npmjs.com/package/fast-glob,https://github.com/mrmlnc/fast-glob,npm,0,0,0,0,0,0,0
ignore,https://www.npmjs.com/package/ignore,https://github.com/kaelzhang/node-ignore,npm,0,0,0,0,0,0,0
protobufjs,https://www.npmjs.com/package/protobufjs,https://github.com/protobufjs/protobuf.js,npm,0,0,0,0,0,0,0
base64-js,https://www.npmjs.com/package/base64-js,https://github.com/beatgammit/base64-js,npm,10.583333333333334,2,97,1,2,5,26.44635555652654
del,https://www.npmjs.com/package/del,https://github.com/sindresorhus/del,npm,0,0,0,0,0,0,0
http-proxy-middleware,https://www.npmjs.com/package/http-proxy-middleware,https://github.com/chimurai/http-proxy-middleware,npm,12.7,1,346,1,1,1,62.080136383011705
sinon,https://www.npmjs.com/package/sinon,https://github.com/sinonjs/sinon,npm,0,0,0,0,0,0,0
got,https://www.npmjs.com/package/got,https://github.com/sindresorhus/got,npm,0,0,0,0,0,0,0
color,https://www.npmjs.com/package/color,https://github.com/Qix-/color,npm,0,0,0,0,0,0,0
raw-body,https://www.npmjs.com/package/raw-body,https://github.com/stream-utils/raw-body,npm,0,0,0,0,0,0,0
formidable,https://www.npmjs.com/package/formidable,https://github.com/node-formidable/formidable,npm,0,0,0,0,0,0,0
prompts,https://www.npmjs.com/package/prompts,https://github.com/terkelg/prompts,npm,0,0,0,0,0,0,0
isarray,https://www.npmjs.com/package/isarray,https://github.com/juliangruber/isarray,npm,4.571428571428571,1,32,1,1,2,8.46601850858803
https-proxy-agent,https://www.npmjs.com/package/https-proxy-agent,https://github.com/TooTallNate/proxy-agents,npm,0,0,0,0,0,0,0
pretty-format,https://www.npmjs.com/package/pretty-format,https://github.com/facebook/jest,npm,0,0,0,0,0,0,0
eslint-config-prettier,https://www.npmjs.com/package/eslint-config-prettier,https://github.com/prettier/eslint-config-prettier,npm,11.433333333333334,1,279,1,1,2,49.95109830846788
resolve-from,https://www.npmjs.com/package/resolve-from,https://github.com/sindresorhus/resolve-from,npm,0,0,0,0,0,0,0
connect,https://www.npmjs.com/package/connect,https://github.com/senchalabs/connect,npm,31.3,1,1904,1,1,2,206.95514006663376
reflect-metadata,https://www.npmjs.com/package/reflect-metadata,https://github.com/rbuckton/reflect-metadata,npm,21,2,79,1,2,80,34.066112193791646
browserslist,https://www.npmjs.com/package/browserslist,https://github.com/browserslist/browserslist,npm,0,0,0,0,0,0,0
sax,https://www.npmjs.com/package/sax,https://github.com/isaacs/sax-js,npm,0,0,0,0,0,0,0
brace-expansion,https://www.npmjs.com/package/brace-expansion,https://github.com/juliangruber/brace-expansion,npm,0,0,0,0,0,0,0
readdirp,https://www.npmjs.com/package/readdirp,https://github.com/paulmillr/readdirp,npm,12.233333333333333,1,158,1,1,3,34.99493614161277
multer,https://www.npmjs.com/package/multer,https://github.com/expressjs/multer,npm,0,0,0,0,0,0,0
anymatch,https://www.npmjs.com/package/anymatch,https://github.com/micromatch/anymatch,npm,0,0,0,0,0,0,0
passport,https://www.npmjs.com/package/passport,https://github.com/jaredhanson/passport,npm,0,0,0,0,0,0,0
entities,https://www.npmjs.com/package/entities,https://github.com/fb55/entities,npm,52.31818181818182,1,652,1,1,2,148.6476573413044
react-is,https://www.npmjs.com/package/react-is,https://github.com/facebook/react,npm,92.73,15,1570,9,15,67,246.65452985907226
